date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2023-10-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",70502867,31925675,31925675
2023-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,86381713,25893087,25893087
2023-10-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",341859,132612,132612
2023-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1568270,901488,901488
2023-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,40909355,6711180,6711180
2023-10-01,New Zealand,0406,Cheese and curd,20465045,4206940,4206940
2023-11-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",46277572,31976071,31976071
2023-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17296437,4065259,4065259
2023-11-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1366777,763150,763150
2023-11-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30448993,19506473,19506473
2023-11-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6500297,899361,899361
2023-11-01,EU-27,0406,Cheese and curd,20612071,3475192,3475192
2023-11-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",72079589,27524240,27524240
2023-11-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,94105985,30311400,30311400
2023-11-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",584310,233879,233879
2023-11-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1050402,507286,507286
2023-11-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,37640352,6105960,6105960
2023-11-01,New Zealand,0406,Cheese and curd,45327997,9292840,9292840
2023-12-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",48644867,34165650,34165650
2023-12-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17497554,4111106,4111106
2023-12-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1237711,521899,521899
2023-12-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30555462,18023157,18023157
2023-12-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8048044,1020592,1020592
2023-12-01,EU-27,0406,Cheese and curd,16577847,2525203,2525203
2023-12-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",75220266,34015610,34015610
2023-12-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,78210840,25651120,25651120
2023-12-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",200712,81804,81804
2023-12-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1466011,739579,739579
2023-12-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,70652542,12032840,12032840
2023-12-01,New Zealand,0406,Cheese and curd,43863649,9268313,9268313
2024-01-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35647515,21907861,21907861
2024-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,15674857,3237212,3237212
2024-01-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1532242,651842,651842
2024-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",27934939,14080469,14080469
2024-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,7516505,1026127,1026127
2024-01-01,EU-27,0406,Cheese and curd,14364261,2048236,2048236
2024-01-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",74966503,29167911,29167911
2024-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,232235664,76713760,76713760
2024-01-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",58288,24550,24550
2024-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2000744,1364791,1364791
2024-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,53798107,8534220,8534220
2024-01-01,New Zealand,0406,Cheese and curd,47977141,10131921,10131921
2024-02-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",26065149,20117701,20117701
2024-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,9887814,2403737,2403737
2024-02-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",1835995,763587,763587
2024-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",24877776,14191221,14191221
2024-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4633127,645677,645677
2024-02-01,EU-27,0406,Cheese and curd,12435200,2170531,2170531
2024-02-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",51831115,22174930,22174930
2024-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,204701157,67985150,67985150
2024-02-01,New Zealand,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",184288,76860,76860
2024-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2856019,1148512,1148512
2024-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,52677557,8905310,8905310
2024-02-01,New Zealand,0406,Cheese and curd,30161430,6407275,6407275
2024-03-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",46735112,24370208,24370208
2024-03-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17301126,4276830,4276830
2024-03-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2976569,1181612,1181612
2024-03-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30929413,15383643,15383643
2024-03-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,11709205,1493432,1493432
2024-03-01,EU-27,0406,Cheese and curd,16886934,2487324,2487324
2024-03-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",72110176,27838420,27838420
2024-03-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,151308369,47255643,47255643
2024-03-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2211564,794875,794875
2024-03-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,56925310,9444300,9444300
2024-03-01,New Zealand,0406,Cheese and curd,43322072,9067780,9067780
2024-04-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42715872,22367900,22367900
2024-04-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,24338408,6552987,6552987
2024-04-01,EU-27,0403,"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.",2585413,1029192,1029192
